@relation social_media_sentiment

@attribute text string
@attribute sentiment {positive, negative, neutral}

@data
"lmao back in queens now", positive
"`Whats your stand on **** marriage?` - me. `what the **** natalie, stop asking me these **** **** questions! Go get a job!` - dad.", negative
"Wave looks interesting. http://bit.ly/pvYYh  If we are going to live our lives so connected might as well be easy right? Google owns us.", positive
"I dont get how to use twitterr!", neutral
"**** Latvian beaurocracy. As a non-resident I can`t publish my braille highway code. Another blind alley  Woe is me. Anyone speak farsi?", neutral
"Spend a great time with family and friends. Thanks you guys", positive
"i can`t figure out how to listen to it from the internet", negative
"would love to see that!", positive
"As appealing as that is and the fact I would hop on it pretty quick, I dont wanna impose on your sacred bday hun with ur friends", positive
"my cousin is in jail for shoplifting and drugs she is 16! im upset please help me feel better", negative
"Where`s my baby?!", neutral
"woke up from bad dream.  grrrr", negative
"Just the mother of all bad days", negative
"trying to understand why WHY i joined twitter.....everyone else was doing it i felt left out", negative
"lookin forward to a lovely meal out for grandparents 75th at posh italian", positive
"The photos are AMAZING! What a GREAT subject & way to get people educated about Darfur! HUGS! U are an inspiring woman!", positive
"missed interview on NPR, ironic because listened to NPR all day on long **** car trip, watching Needle now, looks good", neutral
"its my birthday too  but its the 10th of may right now for me.. and its probably the 9th for you.. happy birthday anyway", positive
"ninja sushi for lunch but dominicks was out of sour gummy worms", neutral
"ComicCon? That`s cool!", positive
"pleaase dont start dating her, that would suck, then disney kids would listen to ftsk. thanks", neutral
"hey sorry i just got the tweet about the puppy... and someone already got it", negative
"What a busy day ... am disappointed that today`s show is a repeat", negative
"thank you my love", positive
"around...takin it easy tonight b/c i`m still sick", negative
"I am back from the best party ever", positive
"u understand now why i keep telling u MAKE A TWITTER app that understand MY NEED", neutral
"yeah surrrrrously. we win", positive
"wishing i had marvelous misadventures of flap jack on DVD", neutral
"i havent laid my verse yet...", neutral
"playing `who am i?` with my sister!", neutral
"true that! don`t know why i bothered this morning cos I just put it up in a pony soon as I got to work anyways", negative
"_ yeah sorry i was busy last night  ill try and go next week!", negative
"_agwl Talking to whom? This `Shah Rukh Khan` is an imposter here... LOL! BTW thanx for the follow...", neutral
"In school ; With Victoria & Bryan (: _ no more school soon, sadd i am", negative
"_Pearson", neutral
"Just got out of the VAST show & IT KICKED ****! Just as mindblowing live as on CD. Sang my fave songs. Im n awe!", positive
"So i think my son might have the flu cause I def. just cleaned up a stanky puke mess  Poor pumkpin", neutral
"At an art party. No crazy artists as such. Bit padestrian. No skanking", neutral
"Pooping in a Pennsylvania rest stop!  I hate using public toilets", negative
"Yeah yeah? How the heck are you anyway? Sastch it up again this year? I had to bail out for lack of expenses", neutral
"Remeber my blue dolphin?  I wore it out, thinking Victoria day gift for me?", neutral
"ahahaha! That`s funny.", positive
"Coffee didn`t turn out good tiday but excellent!", neutral
"Stunning weather today/this afternoon/now - couldn`t ask for better!", positive
"wassup with u this morning.", neutral
"Tshwane wants double rates but try and phone to get service - endless loop #fail", negative
"saw kim kardashian on robertson today, ate a hella good sandwich at bay cities in santa monica, and just downloaded a lot of new songs", positive
"The geek in me won.  I am building my own photoblog theme...", positive
"haha Hey, Well if you were in the elevator you should have said more!", neutral
"starts tomorrow and I start to study again", neutral
"At natalies just finished work. Had the most AMAZING peanut butter sandwhich EVER. <3333 I miss your faceeee", neutral
"Yeah  :p", neutral
"Twitter won`t let me update online. My update box won`t work.", negative
"It`s a beautiful MN day, but I`m stuck inside playing Zelda.  I`ve gotta play at least 10 hrs. today.", positive
"happy maders day", positive
"_oliver  I was off by one year. I really wanted some of Jamies cooking books in ENGLISH!!!! not German.", neutral
"ahhhh.same here with Geometry, like i said b4, if i didn`t have it, i would be graduated!! so i feel ur pain hun!", negative
"they just said she was very elusive; should be tricky", negative
"_jackson already there`s none left  back to cabbage soup", neutral
"With Russ and Joe!", neutral
"dude... Can you really be a bachelor at this point?? Don`t worry about it.", positive
"Tiesto in Vicky Park - how excellent", positive
"sorry I missed you at the farm today, but DM me if you would like some photos from today", negative
"anticipating a tough day ahead", negative
"well, maybe you can always head for CNT. be sure to save some for me!", positive
"Sorry to hear that.  Keep the faith though.  I might not be as bad as you think.", neutral
"Yeah he`s also partial to JT and TI Dead and Gone and Pink`s Sobre", neutral
"First steps on Twitter. Just checking", neutral
"back from dinner w. my family. i`m not meeting christine anymore  sunny weather tomorrow and a day out & about. i want red bull!", neutral
"heyya people!", neutral
"i did, haha. i`ll run is more suitable, at the moment.", positive
"I missed out on carrot cake last night.  Hope you had fun .", neutral
"Happy mother`s day to your moms.", positive
"http://www.eabeauty.net - The world of beauty and pretty girls   I`m testing new version", neutral
"I know man, my day off and am pulling myself out of bed", negative
"ISP all sorted i gather?! cheers for the bday wish too", positive
"... so I can`t charge you by the hour then?", neutral
"No. That would be too easy. All I have is the user manual which is not enough for me to claim his bike", positive
"No mine looks the same.", neutral
"Thanks for the link. I`ve been out of NY, missed many non-online bills so know how badly my score`s been hit", neutral
"u have a lot  but the bad thing is we r gonna have finals all next week", neutral
"You don`t get them anymore?", neutral
"I`M AWAKE, AND HAPPY!", positive
"early morning~2:30 am~what`s up? I am!~~!!played w/ my babies outside~wow~was in the 80`s~felt great!~~got lonely, misses sissy and jess", neutral
"I WANT A GARDEN  sitting inside when it`s sunny sucks.", negative
"Last day of holydays, gotta get back to work    Anyway, 2 great weeks", positive
"Such a long day!!! So much fun though  tomorrow will be just as much.", positive
"Happy Star Wars day", positive
"happy mothers day x & go the dockers", positive
"Going I sleep today was a long day happy mothers day to all the moms out there", neutral
"@ metro with achan", neutral
"that same smell is wafting thru my grandparents house, papaw has the smoker going out back..we`ve got a long wait tho.", neutral
"took the most amazing power nap ever. now its starbucks time.", positive
"nice! now gimmeh some nice stuff", positive
"aw anytime, boo. I realized that all I need to have some fun are you guys.  We should change our pics to the poofy hair ones!", positive
"maybe used to have. Besides without AC it`s too hot to sleep", negative
"My cucumber has gone limp", negative
"good morning/midday nation!  FORMULA ONE IN ONE HOUR!", positive
"About to leave the fights. I`m tired and my voice hurts.", negative
"hhaha kewl dude!!  but if u dont know & he does have a reason well thats another story mhmhmh...does he?", neutral
"_kiss I can`t find it on YouTube   only the concert versions....HELP!!!", neutral
"heading out to dinner in a minute - cant wait to have food.", positive
"_zero its cool, and thats good", positive
"Kills me to see you online and not be able to say hello", neutral
"You`re following Ellen, Oprah, and... me! I`m honored!", positive
"Charley horses in both legs all night. What the ****?", negative
"Ok all have hit the point of relaxation.. heading to bed  sleep well and Happy Mother`s day to all you Moms out there!! Night", positive
"you getting a ton of spam mail into your inbox?? I am too.... driving me insane!!", negative
"absolutely gutted that i`m not going to badu tonight.  you guys have fun...! just got home and need to head downtown now. gd this heat!", negative
"where`s enthusiasm in meeeee", negative
"i deffinately need to clean my bookbag. but no time! i need to leave in the next 5 seconds to not be late to school. ...oh well", neutral
"I hate doing em, but get dragged here by ... at least it`s a beautiful day", neutral
"don`t worry though,he will be fine", positive
"_bug68 Bill is super!! Thanks you!!", positive
"Good to hear..!", positive
"going out on thursdays is a terrible idea. i knew there was a reason i haven`t done it all quarter. *pops advil*", negative
"No FAIR!", negative
"Watching TV with the best people in the whole world !!!!! My Mum and My Sis Agus (: Love you all ! Twitter you later ha", positive
"Getting bored sitting at the hotel room the entire day", negative
"is finally gotten online after logging 200km over the last two days on errands as the family driver  http://plurk.com/p/wxz12", neutral
"im pretty sure i miss watching 'Yo Gabba Gabba' with my niece", negative
"@_Emily_Young_ okey", neutral
"#bgt It`s a shame that the Dreambears won`t get through", negative
"i dont like funerals", negative
".... you are my sunshine, my only sunshine....", neutral
"says 2 1/2 hours to go, uwian na. . .  [phplurk.com] http://plurk.com/p/sun82", neutral
"The Taxi Q at Pelangi was super loooong.. and now I`m getting headaches because of the hot-cold transition", negative
"Finally off work...long night.  Hangin with", neutral
"break a leg  but don`t do it for real it just a saying :p ' good luck'", positive
"Just got home  interesting night", positive
"John and I just bought four boxes of them", neutral
"Employee orientation for serco  yayy.. I`m excited/nervous!!!! Wish me luck!", positive
"head hurt", negative
"Round and Round the Garden: The amazing thing is that he`s still talking to me!  http://rly.cc/JNFwN", positive
"Whoah, slow down, you`re filling my screen! Maybe more effective if you spread tweets out?", neutral
"have been to portugal. and spain. and has a sore throat. scary?", negative
"Have been feeling very sick    had day off today... ARRRGH", negative
"aw thas good im glad your happy  i jus been chillin", positive
"i didnt get the msg!! :`( but i bought princess", negative
"Got back from Arizona yesterday.  Moved the furniture and stuff out of the Arizona house and shipped it to Redwood City.    How sad.", negative
"Just got back from the karaoke bar in the metreon!!! Watching millionaire matchmaker", neutral
"heyy are you ok...? i know it sucks having her in you dorm... but i assure you it will be ok", neutral
"Ah bad times   I hate exams. I feel so unprepared this time as well. Sucks haha.", negative
"Yessir", neutral
"Jane is really sad because she probably won`t get perfect on tonight`s quiz without the missing article. Should`ve asked someone for it.", negative
"_ritz alrighty, thnx  good night.", positive
"iigghhtt, just fur geet it. idc. idk. eh blah ugh. blah idk... hah..=] um yah.. immboredddd, ugh  ill just fuckitt", negative
"No, I`m working on it all day Monday. Will try to remember to email but if you`re smart you`ll remind me.", positive
"Doing make up for the school musical this week aaah", neutral
"Yes,it`s beautiful and i`m fortunate to live in the thick of it..Very relaxing", positive
"I`m my mom`s company picnic at a Lake Elsinore Storm game. Oh the things we do to please moms", positive
"My class will be at Chem Sc building. Will see the both of you after 5 yeah?", neutral
"so excited for you and Paris ooh lala  i look forward to knowing you a long long time lovely ! hugs n kisses g", positive
"Hadnt cried in such a long time", negative
"I wanted to beta test but saw the thread after the results were announced", neutral
"...Now I`m going back to bed. LOL. Enjoy your time at the gym. I`ll be sleeping.", positive
"Just got a new Ipod.  Life`s Good.", positive
"yay!  excited?", positive
"..i`m a buffalo worshipper  ... maybe it is time to pay a visit to my preferred buff-schack in town. http://twitpic.com/4w2ls", neutral
"A year from now is graduation....i am pretty sure i`m not ready for it!?!?!?", negative
"The Beatles? Those scousers with funny haircuts? More talent in The Banana Splits!", positive
"Indeed!", neutral
"has such a freakin migraine", negative
"Gusying up for  dinner, Bourbon & Branch, Zeitgeist and surprise party for Taylor!   Shh...", neutral
"there is always traffic heading back here to long island on fridays.", neutral
"hello thereeeeeee", neutral
"I`m jealous...i need 2 escape 2, lol.", neutral
"haha okay you were talking about middle college grad I think and I got worried", negative
"i think i`ll be home more than i want to be next week - no work booked in for the forseeable.", positive
"Ok time to study for bus law and ethics, gotta test today", neutral
"Good work.I`ve only just managed to turn my studio on... I envy your productivity", negative
"Bit of sunshine out there and it perks us all up  Especially when you have a mountain of towels to wash and get dry!", neutral
"There`s a spider in my room. Save me...", negative
"If you wanna read something, I recommend  http://estrella05azul.wordpress.com/", neutral
"Just got my dress for my friends wedding. Its a little tight in places. Gotta work out more", neutral
"don`t i know it! i live in the middle of nowhere, my house is spider central", negative
"Had a ton of fun w muffin today", positive
"I`m Twitter dumb. Just saw my '.com' & all the kind folks who`ve tweeted me. AH!So sorry, I`m not ignoring you, just SLOW.", negative
"cook ; do you wanna measure my ****? its daddy-size.", neutral
"got it. Welchs grape too please", neutral
"I was going to send you the photo by DM but can`t as you not following me...", neutral
"finally graduation no more school ... im sick today", negative
"studying math ) it brought my brain to explode", neutral
"P9 for Danica and your team... Not a end of the world, now is just hopes for a great race", positive
"fighting again", neutral
"Anyone know what to do when your pc keeps restarting itself?", neutral
"got it i`ll send you an email in a lil bit i have a lot to say", neutral
"Mothers day in 45 minutes west coast time.  Happy Mothers Day to all the mothers out there", neutral
"if you don`t mind, change your profile pic with a picture of you in UK. It`ll be fun", positive
"The best I could do for proof of the crack  LOL  http://twitpic.com/66ust", positive
"Star Trek was actually really good", positive
"Neither could i! And i looked on ebay and it was like 250 euro for two!!!! but i doubt my parents would fork that amount out", negative
"Were at citibank I thought we were gonna go to grannys house but were no", neutral
"off to bed, night every onee", neutral
"heyy dude, yuup thats it really hows your monday?  x", neutral
"unfortunately I am stuck at work so I can`t get said prize", negative
"psyching myself up for the next few days...oh my.", neutral
"Just helped save a runaway dog. he didn`t want to be my friend, though.", neutral
"take a nap bedalii", neutral
"'AAARRRGGGGHHH' is the only thing that can decribe how I feel rite now!", negative
"to go in their next live chat.", neutral
"OMJ! J.O.N.A.S. is the best tv show EVER!  ?", neutral
"yummy curry  save me some please lol", positive
"y r we giving up on people?  I actually thought that way for a while too before I found someone who is very intriguing", neutral
"Sitting at the Connection listening to the employees reminisce and mope about their last shift", negative
"The Northern Clemency.  But I don`t recommend it.  Too much description and not enough action. Too slow", negative
"wish I can go to the Roots pinic", neutral
"morning Bill", neutral
"gonna go outside with my daddy... gonna take a ride with his new triumph!", neutral
"Back from SOAP, soooo fun.", positive
"`Don`t call your mother, `cause now we`re partners in crime.` -KP", neutral
"Just watched the 'Final Break' final prison break episode. It was great. Farewell Prison Break. You will be dearly missed.", neutral
"Have just bought a TV tuner for my laptop.  He he.  I deserve a present", positive
"I didn`t see this until after", neutral
"havin fun? x btw isnt it bowling? ****", positive
"missed the #jonaswebcast", neutral
"Nungguin my Sista in law lahiran di RS Asih...kayaknya sih sore ini lahiran. Yeayy another baby girl in the family", positive
"_Robert ha that was ages ago!  youre in LA right? the weather is much better there...", positive
"oh no!!!  well..... When you get back lots of pictures!!!", neutral
"I appreciate you", positive
"Nicky, I LAND at 10pm, it will be like 10:40 before I get home! UGH! Wont be any fish fry left for me anyways", negative
"Welcome new followers also", neutral
"i must have just missed you. I was down there until 9:40 or so. Not sure if I`ll make it down again", neutral
"awwww  bew! you wont be here at all this summer?", neutral
"we are going all out!", neutral
"what?! Come as you are!!! But erock just left  bah D:", neutral
"last full day of vacation", neutral
"this sucks schools over and there is nothing to do", negative
"That is the 3rd NKOTB contest that Canadians can`t enter   The overseas fans have theirs now!  It`s bound to be our turn!", neutral
"just downloaded more music and videos on my ipod.", neutral
"I`m so hungry", negative
"Off to bed I go to dream of a world where Wal-Mart and Liquor stores all get blown up", negative
"morning! just got my coffee", neutral
"it`s looking bright, so I think the sun will put in an appearance, and then guess what - lawn wants cutting !!", neutral
"ohhh ok. thats upsetting  sorry for wasting your time. ****", negative
"Hey  Mia!! Go to bed!!    (deangeloredman live > http://ustre.am/2NlC)", neutral
"I agree! mmm so good, i miss eating it with you tho", neutral
"is pumped and bummed all at the same time.......", neutral
"I forgot I moved 100 east...make that 8 hours home.", neutral
"So bummed that I can`t see LTJ in June  hoping for a UK yoke soon", negative
"It`s a lie just like the restaraunt named 'Garfields'... he is nowhere to be found", negative
"I just re-skinned. Still figuring why tweetsuite isn`t updating", neutral
"Two more tweets to go for 2345 tweets", neutral
"gotta play `Off the Wall` first tho", neutral
"My eyes hurt", negative
"www.youtube.com/watch?v=9FtuV3xMrN0", neutral
"My TI89 died. I don`t know why.", negative
"unemployment line here i come.", negative
"two macaroons go into a bar....one says oh your a nut.  wow I need to get out more.", positive
"factory ng Elmer`s? hihihi. sorry, corny! baka si ate ruby, alam!", negative
"thank you for accepting my request!! must take care of my little girl, maybe i write back later", positive
"bad mood now", negative
"The CD  player in my car is broken.  So much for listening to my Kidz Bop Happy Meal CD.", negative
"on our way home", neutral
"It`s about time I let people know whats happenning, although I often wonder why I bother   but hey it`ll soon be Christmas........", neutral
"oh @ work? poor boy", negative
"Happy mother`s Day!!!! No gift to your mother can ever equal her gift to you - life", positive
"I found out this morning too.", neutral
"just wants to get it over and done with. I miss working", negative
"I am not a ****! damnit!  [sending you an e-mail right now btw]", negative
"thats great I`ll make sure I get a copy", positive
"going to bed", neutral
"pool party at sherraton n brodi had  a blast! the friends made the evening bbqd at home with great conversation  funky n lifted day!!", positive
"bl MUTHAFUCKIN ah!  I win!", neutral
"Getting a cleaning on tues then getting a tooth pulled on thurs. Then gotta schedule a bridge that might need a root canal--ugh.", negative
"http://twitpic.com/4jax3 - Update Ableton Live", neutral
"loves her some worship papers. and had a fantastic day. the Lord is good. and constantly surprises me.", positive
"@_cassian is there a game   !", neutral
"im good! im on my laptop using and external internet plug. i need to send it away to be fixed", positive
"still up, JUST GOT HOME.  ready to go to sleep..", neutral
"Good too thanks  So, you had a nice evening with your father? that`s cool  Thanks for the link BTW!!", positive
"3 hours  oh my. Is it shorts weather do you know. I`d do my usual hanging out my window but the neighbours are out.", neutral
"serio barroca?? parabens!!!!!!! May the 4th be with you!", positive
"I`m in a pub garden,  its boiling,  hannah no likey,", neutral
"happy mother`s day to all the moms out there. i hope i never join that crowd", positive
"hm seems to have been because my blog was marked as a phishing site", negative
"_a_michael i plan on it! Goodnight", positive
"REALLY?? oh.. sorry yall  lol", negative
"ui. where arre you going to study?", neutral
"- they have their headaches the morning after, instead!", negative
"I think I love a part of me saying some cynical words. Even though I smile when I say them. Do you think it`s bad?", positive
"Had some lovely sugar puffs and just been playing with my amazing dog jack", positive
"_storm lucky! I`m still working for another 4 hours!", positive
"_Y_Yankees changed my default pic since you`ve been showing so much love!", positive
"all my files got deleted", negative
"you looked great for being sick yesterday! i`m sorry I didn`t really make an effort to say hi...  I was preoccupied for a while", neutral
"Don`t worry, you`ll get your stamina back soon  What kind of distances do you run usually?", positive
"I KNO I SHOULDA CAME", neutral
"I dont know where to get my hair cut!", neutral
"you and the guys should come down here, we are **** freezing out here!", negative
"Im cleaning out my closet!  ahhh...", neutral
"You`re welcome... and you`re welcome!", positive
"Greg back in the top 10. This is why I love Nascar.", positive
"Wait...I thought it was 9:50? Don`t we have till 10?   #sigjeans", neutral
"my two new favorite prayers:  'help me, help me, help me.'  and 'thank you, thank you, thank you.'", positive
"Covering my portfolio to send to my *dream job* in ny! Send good vibes!", positive
"OFF TOPIC: missed both motorcades. The secret service tricked us all.  #bush #clinton", neutral
"Nice glasses. Looks good", positive
"leaving work in 25 minutes to go to Broompark then to see the new flats then for lunch with Mandy and my dad.", neutral
"is so excited for this summer... Steve Winwood and Eric Clapton, Eagles of Death Metal, and ahhh the Dead Weather", positive
"Welcome, you were our 10,000th follower! it`s very late CA time but we stayed up to meet you", neutral
"http://onoir.com try to go if you can. I tell everyone who goes to Montreal to check it out. Even people who live there", neutral
"I`m just to far from where you are, I wanna go home...", positive
"Yeah I just accepted UBC`s offer last night, but I dunno if I`ll still make it in because I`ve been slacking off a lot lately.", negative
"Oh whoops, my bad", negative
"i love all da sexy ladiez ya beautiful unique and sexy, and smart. dont let a **** call u a **** cuz ladies ya worth then dat i mean it", positive
"here btw, this is not a bot", neutral
"have fun tonight", positive
"Didn`t think of that.  Why can`t people just be nice? Why would anyone think it`s ok to say that, much less make a movie.", negative
"I was only @ Cambie just slightly before the event then had to leave  Waiting for feedback though; I`ll keep u posted!", neutral
"Just got up from a nap.. Relaxing for the night", positive
"You must be scared to be trolling here. You guys are so sad.   #tcot #right", negative
"Hm. Have you ever realized how incredibly over-rated Tokio Hotel is becoming? It makes me sad.", negative
"Getting ready for college. I had a good sleep.  rainy day today. I love it.", positive
"yeah. xD were so close already! xD i can talk to u about anything!  i love u gurrl. x3", positive
"you deserve so much better... hang in there good things come to those who wait!", positive
"i miss that too", negative
"its cuz you love me. dont make me sad", neutral
"????  ? ??????, ?????? ????????,Basquash,K-ON,07-Ghost,Sengoku Basara,Valkyria Chronicles,RequiemForThePhantom,EdenOfTheEast.", neutral
"I`m sure some1 will **** out and play. I`m workin through til midnight.", neutral
"'Your gonna miss this, Your gonna want this back, Your gonna wish these days hadn`t gone by so fast'  So true I already miss this year", negative
"yay back at home", neutral
"On the plane to yosemite. Forgot my laptop at home", neutral
"wow, serious hard time sleeping. on a decongestant and its keeping me wide awake. I JUST WANNA SLEEP", negative
"So long as they hold your wine without tipping.", neutral
"and by the way it`s short stack, not sway sway  sway sway baby is a song of theirs", neutral
"MISS YOU, TOO!", negative
"car just drove past my house blasting celine dion`s 'it`s all coming back to me now'", neutral
"want`s to see `2001 Maniacs` Why won`**** come through the post!?", neutral
"woken up by mum. work", neutral
"gonna head to bed then work, then moncton to see Jill", neutral
"I read them a couple of weeks ago  They work really well with the movie.", positive
"didnt cry at the end but was very sad to see the last episode of ER. man that was a good series.", neutral
"oooh sounds yummy.  If you get a chance to take some pics  please add them to the website as we don`t have many pies on there", positive
"http://twitpic.com/4iw0x      Thx all - it`s a 3k capacity, bought second hand", neutral
"CongratulationS. Great funky site! U did it waaw", positive
"While  on vacation,  having golden times spamming Google by 5.350 redirects. http://bit.ly/18kwzh", positive
"Make sure you come back and comment again!", neutral
"No twitpic?  lol", neutral
"No you are not having my favorite drink without me  lol", neutral
"Planning a road trip down to San Diego- With a detour into Vegas to celebrate my birthday! Too bad it`s 7 wks away  I want to go now!", neutral
"Is off to meet my folks after a while...gonna b a working weekend too", neutral
"UP is out today!!! Why why why why does my head hurt so badly??!?!??!!?   I want to see it!!!", negative
"Sorta needs to somehow forget that its E3 in LA practically during my ethics exam and self-imposed revision time.", neutral
"yeah I guess so  it makes me very sad though becase the disc is scratched!", negative
"Where`s my bus? I want to go home!", neutral
"that would be lovely, alas the cubs would not be gracious enough to stop wrecking the house while we were soaking our bones", negative
"I`m feeling much less alone now in my love for Fitzcarraldo, most people I mention it to have no idea what I am talking about.", negative
"happy mother`s daaaaaaaaay", positive
"Got back and putting in the laundry. We got in there last  o well as long as its clean. #DSAA09", neutral
"Traffic is down to a crawl on I-94 right now.", negative
"I was saying the same thing yesterday! So I droped 120 tweets! No the smarted thing bussiness wise, but can find real people!", neutral
"I`ll try to put together a list for a portfolio to put together along with a little bio on myself in my free time (school is stating)", neutral
"no not proper, my dog barks too much & jumps up & its all my fault for not being strict enough", negative
"i need people to talk to me please im very bored  x  follow me!", negative
"http://twitpic.com/67hw5 - Session almost over", neutral
"__Cullen_ lol  emmett wont do a dance off again", neutral
"Finally made it through Dead Space, that only took half a year", neutral
"Im feeling sad, not likeing my new haircut", negative
"Hahah, thanks for the Tradewinds Odyssey bump.", positive
"I`ll have to add your shop to my favorites! I love your needle wraps. Right now my needles are all in a mess in a basket", positive
"Why aren`t you at blue martini with me??", neutral
"hearing the birds chirp makes me think its nice outside...well its not  rain rain go away!!!", positive
"Trying to stay awake  Anyone have any tips how to keep yourself awake ?", neutral
"yeah .... just bought tickets for Pearl Jam in August", neutral
"Can`t sleep. **** morning will come to soon. Have to rest! It will be a new day. A perfect day to start new changes", neutral
"Watchin` JONAS", neutral
"i feel super sick", negative
"_x all three are in the first 2 weeks of june for me", neutral
"i gotta say, i`m a little jealous", negative
"Yea, D means direct, so only u and whoever u send it to can see it  But u can only direct msg someone who`s following u..", neutral
"I was just thinking that", neutral
"Who was it that said Vive le difference to me only the other day? ;-)", neutral
"Surgery when I wake up", neutral
"Oh yeah, MY LAPTOP IS FIXED. Shame my internet is still **** and slow.", neutral
"thank you dearie -- I just followed dome of them on there too!", positive
"Today was fun  I <3 meeting boardies! The acoustic set was just soo phenomenal!", positive
"doesn`t kno wat to do now ER is over  saddo", negative
"i hope you hoes are having so much fun...not TOO much without me though lol", positive
"I`m sorry darling... I`m all over the place tonight.. I didn`t mean to neglect you..", negative
"Apple is also rotten in the center, just my luck", negative
"i want so bad to go to the mcfly`s concert  anybody up to go with me?", positive
"I jus spoke 2 my lawyer, if I blow trial =3to7", neutral
"needed my semi-**** best friend to go shoe shopping with me tonight. Alas he is nowhere to be found.", neutral
"cheese and onion crisps are the best  alice or rosalie cullen ?", neutral
"i forgot the yardsale event! ooh how pity i am", negative
"_au my pleasure... hey it was played at my going away from nz party back in 87 lots   so it is burned into my brain", positive
"I appreciate your kind words. I am glad that the words resonate with you", positive
"BARA, ****, CLOSETS, ADVENTURE. AGGGHHHH ENOUGH! Muak mcm baby Gary ku sudah", neutral
"ngobrolin favorite bands at the moment cii... kesian ya kamu speakernya rusak HAHAHA  benerin dong ci.", positive
"_miss my best friend won tickets to see them from kiis fm!", neutral
"sitting in awe that the price to renew my laptops warranty has doubled in a matter of weeks", negative
"still awake..doing my assignments and playing virtual farming", neutral
"Off from work now!", neutral
"is so hungover. what a crazy night. i`m also in the bad books with mother!!", negative
"I need to go to sleep before 4am tonight...  ... So exhausted.", negative
"I guess you`re responding to me about DC. If that`s the case...", neutral
"Rocket surgery hey? HAHA I thought it was rocket SCIENCE? Oh.. is that all.. I knew that I swear. Thank you", positive
"ive got a headache now", negative
"you really chose the wrong time of year to do this didnt you", negative
"_HotSawce owwwwww! gooood morning", positive
"just wanted to say hello", neutral
"I wana be there num 1 fan  sharsies??!!!", neutral
"yeah, still waitin`", neutral
"You cna get em for about ï¿½17 but I`ve got one for ï¿½27 which is Asus same as lappie", neutral
"THANKS GUYS! 200 FOLLOWERS", positive
"i am so bored.", negative
"thanks for following, it means a lot to me  i love hey monday!", positive
"love the sweet g`nights every night", positive
"is bored hehehe  i hate IPT", negative
"you stopped followin me?", neutral
"Mo williamssssss", neutral
"i havent got poked much", negative
"im joining twitter  lol", positive
"Thank you very much Rex for FF", positive
"THE SUN IS SHINING< THE SKY IS FACKING BLUE< TELETUBBIES? I HAVE TO **** WORK.", negative
"um Mr. Deadly Sir . Can You Please Follow Me On twitter .", neutral
"Watched Adaptation, Interiors, and The Women (1939). All in all, good movie night. Breakfast with dad and kelley in the morning", positive
"LOLL im a college girl...bahahah i love these blogs they`re so funny!", positive
"good topics. and ciggarettes.", positive
"i chewed up a Starbucks and a Subway gift card at Christmas time, I got in big trouble. I not allowed near purse.", negative
"Happy Mother`s Day to all the Ladies... With all the moments we cherish with our children, today let those moments cherish you in return.", positive
"Done with HW...gonna read a bit then pass out. Got a cool week to look forward too in between all the mayhem", neutral
"aw poor u   DON`T let her get 2 u just ignore her n keep ur head held high she iz just immature lil girl lol", negative
"Yup, 1987 lol. SWEET YEAR  haha", positive
"listening to the new demo! This song is going to be fantastic once its done!", positive
"_marie1 hey beautiful whats up?", positive
"is having a lazy sunday", neutral
"i really miss my satan kitty", negative
"my gut feel says its gonna be a boy ababa", neutral
"yup, studying. At least I`m trying to. Trying to let the stuff I read enter my brain permanently.", neutral
"Goodnight world and all who inhabit it!", positive
"still aint get my vanilla frosty yet.", negative
"knows its all going to sort itself out", positive
"lost my keys at the mall... took me 45 mins to find them", negative
"Having rice crispies this morning  Brings back some good memories!", positive
"Google Chrome forgot what everything looks like for some reason", negative
"Immediately regretting my decision to come into the office today, miss my bed", negative
"Finally watched the last couple episodes of The Office on NBC ( #theofficenbc ) - I now understand why Gervais stopped after 2 seasons", neutral
"I had a horrible dream  it had to do with a scary face, now im awake for the rest of the night. God dammit ", negative
"Yes, Cathy.  (Ordinarily, I don`t have much of a problem with naked girls chasing me, however!  )", positive
"Going out. A barbeque maybe?", neutral
"You fooled me!", neutral
"Lucky you  I face south so I can hear them, and see them reflected off Phillips Point", positive
"can`t find my trusty hair tie  My hair will spill all over the place when I run!Mom`s bands doesn`t work for me,normal ones hurt.(((", negative
"Ppl dont miss out on me on this Follow Superstar Sunday", neutral
"_juneau I did, until my parents got all f`d up and I started comfort-eating", negative
"3 days left of school!  For Bryce and Tyler, that`s 3 more days of elementary", positive
"So sad. Your mom must be very shaken up. Peace and strength to her and the dear family that lost their little girl", negative
"Maaan if I was in pain I`d come. I wanna come  eat some 4 me lol *rolls eyes*", negative
"Sitting outside in the cold by the ocean with a glass of wine.", positive
"_smith1 wats i got luck for u guys to beat la!! lol i would like to see this best wishes to the denver nuggets but my cavs are done", positive
"come back to Perth     I missed the show here!", negative
"Stupid sun i  actually have to work now", negative
"Red? wtf happened to dark blue + black stripes?", negative
"Happy Mother`s Day to every single mom out there. I love my mommy", positive
"I`m so depressed right now. IDK...", negative
"just realized i have 30 followers HEY GUYS", neutral
"Not to worry, noone got that one. Next question starts in 1 minute, get your thinking caps on", positive
"twitter is trippin right now with my pic", neutral
"I promise to post new mini magical village today, the weather is perfect for it   See preview here: http://pengpengsplace.blogspot.com", positive
"Home with Maddie  I`m tired.. Goin` to bed afterwards", negative
